"Bid curve chart data (Volume for net flows)","184.3","Bid curve chart data (Volume for net flows)","867.8","Bid curve chart data (Volume for net flows)","1663.8","Bid curve chart data (Volume for net flows)","1796.8","Bid curve chart data (Volume for net flows)","2300.7","Bid curve chart data (Volume for net flows)","1114.4","Bid curve chart data (Volume for net flows)","-2314.5","Bid curve chart data (Volume for net flows)","-3052.3","Bid curve chart data (Volume for net flows)","-3188.9","Bid curve chart data (Volume for net flows)","-3250.3","Bid curve chart data (Volume for net flows)","-3347.2","Bid curve chart data (Volume for net flows)","-3443.7","Bid curve chart data (Volume for net flows)","-3595.4","Bid curve chart data (Volume for net flows)","-3583.2","Bid curve chart data (Volume for net flows)","-3561.1","Bid curve chart data (Volume for net flows)","-3457","Bid curve chart data (Volume for net flows)","-3408.2","Bid curve chart data (Volume for net flows)","-3174.5","Bid curve chart data (Volume for net flows)","-3345.4","Bid curve chart data (Volume for net flows)","-3334.3","Bid curve chart data (Volume for net flows)","-3208.3","Bid curve chart data (Volume for net flows)","-2699.9","Bid curve chart data (Volume for net flows)","-1542.6","Bid curve chart data (Volume for net flows)","126.2"
"Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)","","Bid curve chart data (Bid curve chart data calculation)",""
"Price value","32.000000","Price value","32.303702","Price value","32.300000","Price value","32.185805","Price value","31.898354","Price value","30.299458","Price value","29.238387","Price value","29.238387","Price value","33.000000","Price value","33.200000","Price value","33.100000","Price value","33.200000","Price value","33.100000","Price value","33.075776","Price value","32.970568","Price value","32.970568","Price value","32.970568","Price value","32.970568","Price value","33.000000","Price value","33.100000","Price value","33.000000","Price value","33.500000","Price value","33.618002","Price value","34.000000"
"Volume value","31816.861033","Volume value","31254.421489","Volume value","30963.742924","Volume value","30543.219232","Volume value","30519.705883","Volume value","30447.925273","Volume value","31883.594764","Volume value","32974.023640","Volume value","35308.527392","Volume value","35416.476170","Volume value","35266.583019","Volume value","35612.396615","Volume value","35512.662121","Volume value","35572.455991","Volume value","35402.852542","Volume value","35382.216922","Volume value","35105.116600","Volume value","35071.605350","Volume value","35300.375047","Volume value","35664.188772","Volume value","35064.162856","Volume value","35019.611006","Volume value","34486.886323","Volume value","34150.005521"
"Price value","32.100000","Price value","32.400000","Price value","32.303702","Price value","32.262437","Price value","32.000000","Price value","30.417354","Price value","29.351847","Price value","29.351847","Price value","33.075776","Price value","33.211333","Price value","33.200000","Price value","33.211333","Price value","33.200000","Price value","33.100000","Price value","33.000000","Price value","33.000000","Price value","33.000000","Price value","33.000000","Price value","33.075776","Price value","33.200000","Price value","33.075776","Price value","33.600566","Price value","33.753558","Price value","34.024671"
"Volume value","31861.835837","Volume value","31311.568116","Volume value","30965.871202","Volume value","30575.652756","Volume value","30555.550955","Volume value","30483.865580","Volume value","31931.365911","Volume value","33034.374938","Volume value","35376.400872","Volume value","35425.948120","Volume value","35420.376856","Volume value","35621.958413","Volume value","35668.047075","Volume value","35596.009489","Volume value","35423.942345","Volume value","35403.824233","Volume value","35126.697408","Volume value","35092.082284","Volume value","35371.556527","Volume value","35820.387398","Volume value","35127.229559","Volume value","35090.647641","Volume value","34591.304369","Volume value","34198.015313"
"Price value","32.185805","Price value","32.421599","Price value","32.400000","Price value","32.300000","Price value","32.185805","Price value","30.500203","Price value","29.356284","Price value","29.356284","Price value","33.100000","Price value","33.238621","Price value","33.211333","Price value","33.238621","Price value","33.211333","Price value","33.200000","Price value","33.075776","Price value","33.075776","Price value","33.075776","Price value","33.075776","Price value","33.100000","Price value","33.211333","Price value","33.100000","Price value","33.618002","Price value","33.774728","Price value","34.100000"
"Volume value","31900.426573","Volume value","31321.793686","Volume value","31026.038249","Volume value","30591.550676","Volume value","30651.555905","Volume value","30508.938001","Volume value","31933.234071","Volume value","33036.735063","Volume value","35399.349430","Volume value","35447.359418","Volume value","35429.872809","Volume value","35643.586063","Volume value","35677.723341","Volume value","35751.266811","Volume value","35493.442518","Volume value","35474.781409","Volume value","35197.749068","Volume value","35162.112339","Volume value","35395.562580","Volume value","35830.155874","Volume value","35148.641496","Volume value","35103.601671","Volume value","34608.704292","Volume value","34344.714595"
"Price value","32.262437","Price value","32.500000","Price value","32.421599","Price value","32.303702","Price value","32.262437","Price value","30.692114","Price value","29.400000","Price value","29.400000","Price value","33.200000","Price value","33.246876","Price value","33.238621","Price value","33.246876","Price value","33.238621","Price value","33.211333","Price value","33.100000","Price value","33.100000","Price value","33.100000","Price value","33.100000","Price value","33.200000","Price value","33.238621","Price value","33.200000","Price value","33.753558","Price value","33.800000","Price value","34.190050"
"Volume value","31934.837530","Volume value","31359.532466","Volume value","31036.293309","Volume value","30593.672775","Volume value","30691.097276","Volume value","30565.543181","Volume value","31951.299926","Volume value","33059.775809","Volume value","35552.034469","Volume value","35453.836177","Volume value","35451.341907","Volume value","35650.128267","Volume value","35699.626633","Volume value","35760.928614","Volume value","35516.911094","Volume value","35498.715757","Volume value","35221.713620","Volume value","35185.750307","Volume value","35552.688114","Volume value","35852.281205","Volume value","35295.033136","Volume value","35204.328403","Volume value","34629.476192","Volume value","34428.231445"
"Price value","32.300000","Price value","32.533550","Price value","32.500000","Price value","32.400000","Price value","32.300000","Price value","30.826141","Price value","29.485874","Price value","29.485874","Price value","33.211333","Price value","33.364772","Price value","33.246876","Price value","33.364772","Price value","33.246876","Price value","33.238621","Price value","33.200000","Price value","33.200000","Price value","33.200000","Price value","33.200000","Price value","33.211333","Price value","33.246876","Price value","33.211333","Price value","33.774728","Price value","33.889115","Price value","34.307946"
"Volume value","31951.704728","Volume value","31377.441174","Volume value","31074.272133","Volume value","30653.679077","Volume value","30710.479245","Volume value","30605.075170","Volume value","31986.787528","Volume value","33105.035822","Volume value","35561.404767","Volume value","35653.197905","Volume value","35457.836150","Volume value","35849.281858","Volume value","35706.252217","Volume value","35782.797077","Volume value","35671.792843","Volume value","35655.545281","Volume value","35378.617832","Volume value","35341.306329","Volume value","35562.561632","Volume value","35858.973954","Volume value","35303.690234","Volume value","35221.151861","Volume value","34738.368342","Volume value","34574.575319"
"Price value","32.303702","Price value","32.669107","Price value","32.533550","Price value","32.421599","Price value","32.303702","Price value","30.988368","Price value","29.500000","Price value","29.500000","Price value","33.238621","Price value","33.372648","Price value","33.364772","Price value","33.372648","Price value","33.364772","Price value","33.246876","Price value","33.211333","Price value","33.211333","Price value","33.211333","Price value","33.211333","Price value","33.238621","Price value","33.364772","Price value","33.238621","Price value","33.800000","Price value","33.900000","Price value","34.425843"
"Volume value","31953.589176","Volume value","31449.738637","Volume value","31092.283562","Volume value","30663.898083","Volume value","30712.944711","Volume value","30652.925128","Volume value","31992.625325","Volume value","33112.481204","Volume value","35582.575316","Volume value","35659.334168","Volume value","35657.447595","Volume value","35855.504416","Volume value","35907.739536","Volume value","35789.412125","Volume value","35681.412084","Volume value","35665.385255","Volume value","35388.466269","Volume value","35351.001982","Volume value","35584.935878","Volume value","36061.420566","Volume value","35323.139375","Volume value","35241.235581","Volume value","34752.243676","Volume value","34726.801546"
"Price value","32.400000","Price value","32.775289","Price value","32.669107","Price value","32.500000","Price value","32.400000","Price value","31.000000","Price value","29.800000","Price value","29.800000","Price value","33.246876","Price value","33.500000","Price value","33.372648","Price value","33.500000","Price value","33.372648","Price value","33.364772","Price value","33.238621","Price value","33.238621","Price value","33.238621","Price value","33.238621","Price value","33.246876","Price value","33.372648","Price value","33.246876","Price value","33.889115","Price value","34.000000","Price value","34.431341"
"Volume value","32007.413554","Volume value","31506.369660","Volume value","31164.996063","Volume value","30701.380194","Volume value","30781.882937","Volume value","30656.644388","Volume value","32116.601523","Volume value","33270.597390","Volume value","35588.979250","Volume value","35758.563307","Volume value","35663.600539","Volume value","35956.129026","Volume value","35914.017786","Volume value","35990.748971","Volume value","35703.178058","Volume value","35687.678723","Volume value","35410.788172","Volume value","35372.955982","Volume value","35591.703921","Volume value","36067.762896","Volume value","35329.022596","Volume value","35312.055135","Volume value","34839.713590","Volume value","34732.164346"
"Price value","32.421599","Price value","32.804663","Price value","32.775289","Price value","32.533550","Price value","32.421599","Price value","31.177986","Price value","29.822421","Price value","29.822421","Price value","33.364772","Price value","33.600566","Price value","33.500000","Price value","33.600566","Price value","33.500000","Price value","33.372648","Price value","33.246876","Price value","33.246876","Price value","33.246876","Price value","33.246876","Price value","33.364772","Price value","33.500000","Price value","33.364772","Price value","33.900000","Price value","34.024671","Price value","34.444861"
"Volume value","32018.189898","Volume value","31522.036100","Volume value","31221.952188","Volume value","30719.185775","Volume value","30794.105283","Volume value","30711.200364","Volume value","32127.772895","Volume value","33284.320275","Volume value","35786.443709","Volume value","35833.240648","Volume value","35763.099422","Volume value","36031.918383","Volume value","36015.542991","Volume value","35997.050569","Volume value","35709.762104","Volume value","35694.422332","Volume value","35417.540382","Volume value","35379.596905","Volume value","35795.368790","Volume value","36170.324330","Volume value","35519.192808","Volume value","35321.280413","Volume value","34890.149057","Volume value","34745.303492"
"Price value","32.500000","Price value","32.836541","Price value","32.804663","Price value","32.669107","Price value","32.500000","Price value","31.200000","Price value","29.900000","Price value","29.900000","Price value","33.372648","Price value","33.618002","Price value","33.600566","Price value","33.618002","Price value","33.600566","Price value","33.500000","Price value","33.364772","Price value","33.364772","Price value","33.364772","Price value","33.364772","Price value","33.372648","Price value","33.600566","Price value","33.372648","Price value","34.000000","Price value","34.100000","Price value","34.500000"
"Volume value","32057.838527","Volume value","31539.037805","Volume value","31237.708563","Volume value","30791.086565","Volume value","30839.118638","Volume value","30719.896986","Volume value","32166.432646","Volume value","33331.808509","Volume value","35792.520036","Volume value","35846.788926","Volume value","35837.979716","Volume value","36045.613245","Volume value","36092.053576","Volume value","36098.953334","Volume value","35909.656161","Volume value","35896.595358","Volume value","35620.693394","Volume value","35581.303303","Volume value","35801.825897","Volume value","36247.623021","Volume value","35524.781887","Volume value","35406.031196","Volume value","35044.254644","Volume value","34798.885815"
"Price value","32.533550","Price value","32.970568","Price value","32.836541","Price value","32.775289","Price value","32.533550","Price value","31.242631","Price value","29.986500","Price value","29.986600","Price value","33.500000","Price value","33.753558","Price value","33.618002","Price value","33.753558","Price value","33.618002","Price value","33.600566","Price value","33.372648","Price value","33.372648","Price value","33.372648","Price value","33.372648","Price value","33.500000","Price value","33.618002","Price value","33.500000","Price value","34.024671","Price value","34.190050","Price value","34.566897"
"Volume value","32076.558799","Volume value","31610.519388","Volume value","31254.807871","Volume value","30847.406873","Volume value","30860.126451","Volume value","30766.580262","Volume value","32238.082997","Volume value","33413.396769","Volume value","35890.779944","Volume value","35952.135652","Volume value","35851.581668","Volume value","36152.099587","Volume value","36106.012132","Volume value","36175.716810","Volume value","35915.928181","Volume value","35903.019611","Volume value","35627.082911","Volume value","35587.596187","Volume value","35906.243394","Volume value","36261.708974","Volume value","35615.162541","Volume value","35457.305701","Volume value","35136.625145","Volume value","34863.546923"
"Price value","32.669107","Price value","33.000000","Price value","32.970568","Price value","32.804663","Price value","32.669107","Price value","31.300000","Price value","30.000000","Price value","30.000000","Price value","33.600566","Price value","33.774728","Price value","33.753558","Price value","33.774728","Price value","33.753558","Price value","33.618002","Price value","33.500000","Price value","33.500000","Price value","33.500000","Price value","33.500000","Price value","33.600566","Price value","33.753558","Price value","33.600566","Price value","34.100000","Price value","34.307946","Price value","34.578888"
"Volume value","32152.155311","Volume value","31626.216744","Volume value","31326.699808","Volume value","30862.987356","Volume value","30944.965549","Volume value","30830.524208","Volume value","32262.765422","Volume value","33439.421281","Volume value","35964.701972","Volume value","35969.680605","Volume value","35957.345684","Volume value","36169.822512","Volume value","36214.548571","Volume value","36189.654509","Volume value","36017.352644","Volume value","36006.905819","Volume value","35730.407400","Volume value","35689.358042","Volume value","35985.032899","Volume value","36371.202536","Volume value","35682.832406","Volume value","35613.973118","Volume value","35294.627267","Volume value","34874.564810"
"Price value","32.775289","Price value","33.075776","Price value","33.000000","Price value","32.836541","Price value","32.775289","Price value","31.764327","Price value","30.100000","Price value","30.100000","Price value","33.618002","Price value","33.800000","Price value","33.774728","Price value","33.800000","Price value","33.774728","Price value","33.753558","Price value","33.600566","Price value","33.600566","Price value","33.600566","Price value","33.600566","Price value","33.618002","Price value","33.774728","Price value","33.618002","Price value","34.190050","Price value","34.425843","Price value","34.700000"
"Volume value","32211.370498","Volume value","31688.742879","Volume value","31342.487277","Volume value","30879.895779","Volume value","31011.420509","Volume value","31023.042190","Volume value","32297.871532","Volume value","33485.907387","Volume value","35978.156268","Volume value","35991.342168","Volume value","35974.955804","Volume value","36190.980008","Volume value","36232.591655","Volume value","36298.028796","Volume value","36093.743449","Volume value","36085.235557","Volume value","35808.303622","Volume value","35766.060529","Volume value","35999.266409","Volume value","36389.395092","Volume value","35695.184223","Volume value","35706.704600","Volume value","35449.914458","Volume value","34985.848016"
"Price value","32.804663","Price value","33.100000","Price value","33.075776","Price value","32.970568","Price value","32.804663","Price value","31.855768","Price value","30.299458","Price value","30.299458","Price value","33.753558","Price value","33.889115","Price value","33.800000","Price value","33.860196","Price value","33.800000","Price value","33.774728","Price value","33.618002","Price value","33.618002","Price value","33.618002","Price value","33.618002","Price value","33.753558","Price value","33.800000","Price value","33.753558","Price value","34.307946","Price value","34.431341","Price value","34.702454"
"Volume value","32227.751822","Volume value","31709.982008","Volume value","31405.884330","Volume value","30950.985165","Volume value","31029.804648","Volume value","31060.954950","Volume value","32367.893362","Volume value","33578.627492","Volume value","36082.738993","Volume value","36067.725538","Volume value","35995.978635","Volume value","36241.375509","Volume value","36254.131355","Volume value","36316.046557","Volume value","36107.570319","Volume value","36099.380109","Volume value","35822.456202","Volume value","35779.978410","Volume value","36109.940485","Volume value","36411.113230","Volume value","35791.229038","Volume value","35865.312667","Volume value","35455.425176","Volume value","34989.991721"
"Price value","32.836541","Price value","33.200000","Price value","33.100000","Price value","33.000000","Price value","32.836541","Price value","31.898354","Price value","30.417354","Price value","30.417354","Price value","33.774728","Price value","33.900000","Price value","33.889115","Price value","33.889115","Price value","33.839411","Price value","33.800000","Price value","33.753558","Price value","33.753558","Price value","33.753558","Price value","33.753558","Price value","33.774728","Price value","33.889115","Price value","33.774728","Price value","34.425843","Price value","34.444861","Price value","34.712915"
"Volume value","32245.529343","Volume value","31785.660273","Volume value","31427.401873","Volume value","30966.596394","Volume value","31049.755686","Volume value","31076.062398","Volume value","32397.517609","Volume value","33639.315440","Volume value","36100.164634","Volume value","36077.639057","Volume value","36070.109699","Volume value","36268.785929","Volume value","36287.721649","Volume value","36337.556027","Volume value","36215.090653","Volume value","36209.329252","Volume value","35932.467751","Volume value","35888.198627","Volume value","36128.317399","Volume value","36487.696097","Volume value","35807.321331","Volume value","36021.205803","Volume value","35469.027848","Volume value","35007.684873"
"Price value","32.970568","Price value","33.211333","Price value","33.200000","Price value","33.075776","Price value","32.970568","Price value","32.000000","Price value","30.500203","Price value","30.500203","Price value","33.800000","Price value","34.000000","Price value","33.900000","Price value","33.900000","Price value","33.889115","Price value","33.808685","Price value","33.774728","Price value","33.774728","Price value","33.774728","Price value","33.774728","Price value","33.800000","Price value","33.900000","Price value","33.800000","Price value","34.431341","Price value","34.500000","Price value","34.800000"
"Volume value","32320.272743","Volume value","31794.236527","Volume value","31504.154469","Volume value","31030.199751","Volume value","31133.637371","Volume value","31112.121227","Volume value","32417.265136","Volume value","33680.979463","Volume value","36121.683762","Volume value","36168.712568","Volume value","36079.748103","Volume value","36278.493860","Volume value","36335.585010","Volume value","36344.947673","Volume value","36232.975054","Volume value","36227.592955","Volume value","35950.741199","Volume value","35906.192327","Volume value","36150.255623","Volume value","36497.614110","Volume value","35826.532192","Volume value","36026.724052","Volume value","35524.500461","Volume value","35241.195662"
"Price value","33.000000","Price value","33.238621","Price value","33.211333","Price value","33.100000","Price value","33.000000","Price value","32.185805","Price value","30.692114","Price value","30.692114","Price value","33.889115","Price value","34.024671","Price value","34.000000","Price value","34.000000","Price value","33.900000","Price value","33.889115","Price value","33.798744","Price value","33.800000","Price value","33.800000","Price value","33.800000","Price value","33.889115","Price value","34.000000","Price value","33.889115","Price value","34.444861","Price value","34.566897","Price value","34.846942"
"Volume value","32336.686394","Volume value","31813.490998","Volume value","31512.852472","Volume value","31051.783244","Volume value","31152.057789","Volume value","31198.724981","Volume value","32461.507464","Volume value","33775.988965","Volume value","36197.564879","Volume value","36220.964729","Volume value","36168.294193","Volume value","36367.678670","Volume value","36345.443510","Volume value","36422.303084","Volume value","36253.264098","Volume value","36249.396028","Volume value","35972.555907","Volume value","35927.673073","Volume value","36227.614561","Volume value","36588.728905","Volume value","35894.273853","Volume value","36040.250252","Volume value","35591.709181","Volume value","35330.919972"
"Price value","33.075776","Price value","33.246876","Price value","33.238621","Price value","33.200000","Price value","33.075776","Price value","32.262437","Price value","30.826141","Price value","30.826141","Price value","33.900000","Price value","34.100000","Price value","34.024671","Price value","34.024671","Price value","34.000000","Price value","33.900000","Price value","33.800000","Price value","33.824048","Price value","33.889115","Price value","33.889115","Price value","33.900000","Price value","34.024671","Price value","33.900000","Price value","34.500000","Price value","34.578888","Price value","34.900000"
"Volume value","32398.504507","Volume value","31819.315333","Volume value","31532.400113","Volume value","31128.908094","Volume value","31216.308787","Volume value","31234.416079","Volume value","32492.405471","Volume value","33842.341809","Volume value","36207.408216","Volume value","36380.617219","Volume value","36219.967215","Volume value","36419.524075","Volume value","36436.011579","Volume value","36432.148564","Volume value","36254.464320","Volume value","36270.142806","Volume value","36049.479299","Volume value","36003.418843","Volume value","36237.627369","Volume value","36641.460005","Volume value","35903.106110","Volume value","36095.411009","Volume value","35603.095259","Volume value","35379.803038"
"Price value","33.100000","Price value","33.364772","Price value","33.246876","Price value","33.211333","Price value","33.100000","Price value","32.300000","Price value","31.000000","Price value","31.000000","Price value","34.000000","Price value","34.190050","Price value","34.100000","Price value","34.100000","Price value","34.024671","Price value","34.000000","Price value","33.889115","Price value","33.889115","Price value","33.900000","Price value","33.900000","Price value","34.000000","Price value","34.100000","Price value","34.000000","Price value","34.566897","Price value","34.700000","Price value","34.973566"
"Volume value","32419.517297","Volume value","31902.644499","Volume value","31538.313130","Volume value","31137.648283","Volume value","31238.099317","Volume value","31251.910762","Volume value","32532.486365","Volume value","33928.414719","Volume value","36297.836976","Volume value","36476.016623","Volume value","36377.851423","Volume value","36577.934620","Volume value","36487.976211","Volume value","36522.597014","Volume value","36339.610987","Volume value","36333.478394","Volume value","36059.435694","Volume value","36013.231394","Volume value","36329.613029","Volume value","36802.611887","Volume value","35984.246282","Volume value","36162.254747","Volume value","35718.097269","Volume value","35457.705790"
"Price value","33.200000","Price value","33.372648","Price value","33.364772","Price value","33.238621","Price value","33.200000","Price value","32.303702","Price value","31.177986","Price value","31.177986","Price value","34.024671","Price value","34.307946","Price value","34.190050","Price value","34.190050","Price value","34.100000","Price value","34.024671","Price value","33.900000","Price value","33.900000","Price value","34.000000","Price value","34.000000","Price value","34.024671","Price value","34.190050","Price value","34.024671","Price value","34.578888","Price value","34.702454","Price value","35.000000"
"Volume value","32494.286199","Volume value","31908.177396","Volume value","31623.908896","Volume value","31157.301533","Volume value","31316.128844","Volume value","31254.190228","Volume value","32571.995450","Volume value","34015.060740","Volume value","36349.910332","Volume value","36637.450983","Volume value","36471.136986","Volume value","36671.849377","Volume value","36646.750788","Volume value","36574.576542","Volume value","36349.389501","Volume value","36343.451941","Volume value","36150.903101","Volume value","36103.377335","Volume value","36382.144505","Volume value","36899.803694","Volume value","36035.138232","Volume value","36173.663861","Volume value","35722.316313","Volume value","35486.672381"
"Price value","33.211333","Price value","33.500000","Price value","33.372648","Price value","33.246876","Price value","33.211333","Price value","32.400000","Price value","31.200000","Price value","31.200000","Price value","34.100000","Price value","34.425843","Price value","34.233750","Price value","34.307946","Price value","34.190050","Price value","34.100000","Price value","34.000000","Price value","34.000000","Price value","34.024671","Price value","34.024671","Price value","34.100000","Price value","34.307946","Price value","34.100000","Price value","34.700000","Price value","34.712915","Price value","35.100000"
"Volume value","32502.759400","Volume value","31997.649551","Volume value","31629.459603","Volume value","31163.246496","Volume value","31324.971556","Volume value","31318.290091","Volume value","32577.408355","Volume value","34026.303834","Volume value","36509.053924","Volume value","36814.817470","Volume value","36530.295419","Volume value","36831.539973","Volume value","36742.001213","Volume value","36733.396604","Volume value","36439.222743","Volume value","36435.076915","Volume value","36203.104413","Volume value","36155.430258","Volume value","36542.649829","Volume value","37063.784746","Volume value","36190.637594","Volume value","36288.898544","Volume value","35740.304959","Volume value","35570.240939"
"Price value","33.238621","Price value","33.600566","Price value","33.500000","Price value","33.364772","Price value","33.238621","Price value","32.421599","Price value","31.242631","Price value","31.242631","Price value","34.190050","Price value","34.431341","Price value","34.307946","Price value","34.425843","Price value","34.307946","Price value","34.190050","Price value","34.024671","Price value","34.024671","Price value","34.100000","Price value","34.100000","Price value","34.190050","Price value","34.425843","Price value","34.190050","Price value","34.702454","Price value","34.800000","Price value","35.109123"
"Volume value","32521.769745","Volume value","32064.622117","Volume value","31719.219741","Volume value","31249.727103","Volume value","31344.871680","Volume value","31329.427242","Volume value","32587.890600","Volume value","34048.076408","Volume value","36603.844980","Volume value","36821.331871","Volume value","36630.866320","Volume value","37007.162696","Volume value","36904.040523","Volume value","36828.701401","Volume value","36491.336678","Volume value","36487.894409","Volume value","36362.638693","Volume value","36314.474415","Volume value","36639.068729","Volume value","37242.697925","Volume value","36281.972758","Volume value","36294.103730","Volume value","35980.564019","Volume value","35581.059916"
"Price value","33.246876","Price value","33.618002","Price value","33.600566","Price value","33.372648","Price value","33.246876","Price value","32.500000","Price value","31.244982","Price value","31.258382","Price value","34.307946","Price value","34.444861","Price value","34.425843","Price value","34.431341","Price value","34.425843","Price value","34.307946","Price value","34.100000","Price value","34.100000","Price value","34.190050","Price value","34.190050","Price value","34.307946","Price value","34.431341","Price value","34.307946","Price value","34.712915","Price value","34.846942","Price value","35.200000"
"Volume value","32527.520233","Volume value","32076.233739","Volume value","31786.414689","Volume value","31255.270117","Volume value","31350.891320","Volume value","31370.624371","Volume value","32588.468611","Volume value","34057.631464","Volume value","36765.749532","Volume value","36837.313600","Volume value","36805.603863","Volume value","37013.580239","Volume value","37080.011959","Volume value","36989.811898","Volume value","36650.585649","Volume value","36649.310076","Volume value","36458.797283","Volume value","36409.146606","Volume value","36803.037856","Volume value","37249.320720","Volume value","36439.219372","Volume value","36316.296969","Volume value","36073.925847","Volume value","35685.256252"
"Price value","33.364772","Price value","33.753558","Price value","33.618002","Price value","33.500000","Price value","33.364772","Price value","32.533550","Price value","31.300000","Price value","31.300000","Price value","34.425843","Price value","34.500000","Price value","34.431341","Price value","34.444861","Price value","34.431341","Price value","34.425843","Price value","34.190050","Price value","34.190050","Price value","34.307946","Price value","34.307946","Price value","34.425843","Price value","34.444861","Price value","34.425843","Price value","34.800000","Price value","34.900000","Price value","35.244679"
"Volume value","32610.223256","Volume value","32166.523894","Volume value","31798.055624","Volume value","31344.905861","Volume value","31439.295657","Volume value","31389.985689","Volume value","32606.923623","Volume value","34086.607191","Volume value","36942.586210","Volume value","36900.924847","Volume value","36812.000854","Volume value","37029.323760","Volume value","37086.513120","Volume value","37166.854521","Volume value","36746.403172","Volume value","36747.717714","Volume value","36621.958934","Volume value","36570.628867","Volume value","36980.939110","Volume value","37265.547593","Volume value","36592.751055","Volume value","36597.405246","Volume value","36124.307632","Volume value","35720.846252"
"Price value","33.372648","Price value","33.774728","Price value","33.753558","Price value","33.600566","Price value","33.372648","Price value","32.669107","Price value","31.406748","Price value","31.764327","Price value","34.431341","Price value","34.566897","Price value","34.444861","Price value","34.500000","Price value","34.444861","Price value","34.431341","Price value","34.307946","Price value","34.307946","Price value","34.348628","Price value","34.425843","Price value","34.431341","Price value","34.500000","Price value","34.431341","Price value","34.846942","Price value","34.973566","Price value","35.266911"
"Volume value","32615.714328","Volume value","32181.717494","Volume value","31888.540342","Volume value","31412.002579","Volume value","31444.967173","Volume value","31468.135616","Volume value","32642.731044","Volume value","34409.882730","Volume value","36949.065543","Volume value","36978.034557","Volume value","36827.693829","Volume value","37093.526899","Volume value","37102.450411","Volume value","37173.359001","Volume value","36909.318286","Volume value","36914.023916","Volume value","36683.412813","Volume value","36747.043255","Volume value","36987.514717","Volume value","37331.721876","Volume value","36598.190274","Volume value","36694.009416","Volume value","36235.987312","Volume value","35738.382122"
"Price value","33.500000","Price value","33.800000","Price value","33.774728","Price value","33.618002","Price value","33.500000","Price value","32.775289","Price value","31.764327","Price value","31.855768","Price value","34.444861","Price value","34.578888","Price value","34.500000","Price value","34.566897","Price value","34.500000","Price value","34.444861","Price value","34.425843","Price value","34.425843","Price value","34.425843","Price value","34.431341","Price value","34.444861","Price value","34.566897","Price value","34.444861","Price value","34.900000","Price value","35.000000","Price value","35.369017"
"Volume value","32704.510124","Volume value","32200.572029","Volume value","31903.764326","Volume value","31423.663455","Volume value","31536.680930","Volume value","31529.350910","Volume value","32784.263559","Volume value","34473.545708","Volume value","36964.957702","Volume value","36991.285569","Volume value","36891.690843","Volume value","37171.354723","Volume value","37167.443761","Volume value","37189.304457","Volume value","37086.165526","Volume value","37094.262245","Volume value","36800.187141","Volume value","36753.513258","Volume value","37003.635098","Volume value","37411.927821","Volume value","36611.509643","Volume value","36744.493133","Volume value","36277.090445","Volume value","35856.584540"
"Price value","33.600566","Price value","33.889115","Price value","33.800000","Price value","33.753558","Price value","33.600566","Price value","32.804663","Price value","31.855768","Price value","31.898354","Price value","34.500000","Price value","34.700000","Price value","34.566897","Price value","34.578888","Price value","34.566897","Price value","34.500000","Price value","34.431341","Price value","34.431341","Price value","34.431341","Price value","34.444861","Price value","34.500000","Price value","34.578888","Price value","34.500000","Price value","34.973566","Price value","35.100000","Price value","35.380236"
"Volume value","32770.923449","Volume value","32302.703137","Volume value","31922.655134","Volume value","31514.336545","Volume value","31605.428645","Volume value","31546.285544","Volume value","32820.456402","Volume value","34500.626858","Volume value","37028.203677","Volume value","37125.123843","Volume value","36969.255205","Volume value","37184.734454","Volume value","37246.216932","Volume value","37254.331099","Volume value","37092.702345","Volume value","37100.957196","Volume value","36806.750210","Volume value","36769.373923","Volume value","37069.375100","Volume value","37425.731165","Volume value","36665.826929","Volume value","36856.335924","Volume value","36464.672472","Volume value","35869.572287"
"Price value","33.618002","Price value","33.900000","Price value","33.889115","Price value","33.774728","Price value","33.618002","Price value","32.836541","Price value","31.898354","Price value","32.000000","Price value","34.566897","Price value","34.702454","Price value","34.578888","Price value","34.700000","Price value","34.578888","Price value","34.566897","Price value","34.444861","Price value","34.444861","Price value","34.444861","Price value","34.500000","Price value","34.566897","Price value","34.700000","Price value","34.566897","Price value","35.000000","Price value","35.109123","Price value","35.400000"
